C1,C10,C11,C12,C14,C15,C17,C18,C2,C3,C4,C5,C6,C7,C8,C9
0.012027481,0.002335742,0.0029575254,0.009433903,0.008476221,0.0021261687,0.0024367278,0.0013024872,0.0032474478,0.003954758,0.01733857,0.00055860775,0.001591874,0.0017810104,0.0022447845,0.9281867
0.00062494964,0.0004279201,0.008557722,0.00026228413,0.00024781344,0.0005696962,0.0019369937,0.0019593537,0.36398888,0.24531598,0.003694211,0.00022279132,0.0004569788,0.36669573,0.0017433492,0.0032953285
0.9780765,0.0007243293,8.555638e-05,0.00050090643,0.0014262013,0.00089172105,0.0045260205,0.00085328467,0.00011852163,0.0002890484,0.0023667612,0.0020915016,0.0062033334,0.00020265575,0.0009337055,0.00070981507
0.0030858233,0.0053588883,0.0038873341,0.008647236,0.9416442,0.0043609333,0.0018425977,0.0002829215,0.00048501304,0.0011055375,0.006380972,0.0027531905,0.014373106,0.00028375725,0.0021351362,0.003373457
0.003761603,0.0010613641,0.0011807244,0.0020444277,0.0014859908,0.0017545583,0.00132095,0.000113934926,0.00035017252,0.00080602954,0.9731887,0.0006119109,0.00749715,0.0005774256,0.0001293862,0.0041157464
0.00013275785,0.00015956715,0.0008008637,0.00022376828,4.800139e-05,6.943041e-05,0.00019839333,0.00045365485,0.9870499,0.004094752,0.0009880109,3.0988627e-05,8.168045e-05,0.004546402,0.00049339025,0.00062857487
0.01996028,0.017358653,0.023577077,0.019958254,0.021994332,0.011708915,0.010155606,0.0023721855,0.008660395,0.013827921,0.6257069,0.0032422263,0.1738747,0.006278809,0.0029042957,0.038419403
0.00051795505,0.0007717209,0.005105377,0.0006394174,0.00028028636,0.0004651481,0.00105975,0.0023688055,0.9108874,0.052881412,0.0027471273,0.00021220896,0.0004358683,0.016091263,0.0025651406,0.0029711418
0.015061582,0.00560777,0.008256124,0.020454617,0.0121031245,0.00445703,0.004953885,0.0040655164,0.009717494,0.009746112,0.0410088,0.0015026267,0.0030465636,0.005686893,0.004442341,0.84988946
0.028059341,0.030695353,0.045892708,0.055257853,0.04244491,0.3980238,0.055605132,0.006275462,0.010749341,0.016515112,0.1229266,0.037924193,0.09069442,0.014044861,0.025161251,0.019729638
0.008639452,0.0040938808,0.0061471225,0.008425105,0.006180836,0.036810555,0.007098216,0.0003264359,0.00079943286,0.0021356852,0.87709606,0.003303889,0.029580064,0.0016877712,0.0008193233,0.0068560755
0.99259114,0.00018578842,1.5276994e-05,0.00013635625,0.00042107562,0.00024178125,0.0016714614,0.00022819353,2.3842776e-05,6.352097e-05,0.00093014777,0.00064007944,0.0023184242,4.567484e-05,0.0002788084,0.0002084042
0.0015625191,0.0019588496,0.015899803,0.0007051808,0.0009927483,0.001750274,0.003632053,0.0073325844,0.13269177,0.7741053,0.005539942,0.00092105503,0.0013090906,0.041950706,0.004482609,0.0051654214
0.006587018,0.0022514765,0.0028079732,0.0006250914,0.003239096,0.0055967015,0.008877476,0.0014865202,0.00041376133,0.0009925263,0.0011194512,0.9599788,0.0042464705,0.0005362881,0.0010193965,0.00022189604
0.0010830865,0.002020013,0.0015038938,0.003938652,0.9791444,0.0017350799,0.00059968076,7.6593875e-05,0.00014391787,0.0003410959,0.0020039643,0.0010713501,0.0039344793,7.979579e-05,0.0008357066,0.0014883148
0.029578567,0.008271676,0.002974094,0.0016586725,0.006845936,0.013712486,0.02440732,0.0033652,0.00088897126,0.0020201514,0.0032288458,0.88184434,0.016404366,0.0013087154,0.0026347216,0.0008559833
0.0054038456,0.0018537239,0.0017641878,0.0027058038,0.0018886493,0.0010448595,0.0013032904,0.00028008164,0.00079264905,0.0015934932,0.96619153,0.0005542878,0.00403167,0.00086765835,0.0002589791,0.009465265
0.032064535,0.008751813,0.008622208,0.026730984,0.018157827,0.008603595,0.008520155,0.0045060315,0.009477504,0.008290548,0.04495996,0.0028674097,0.006999905,0.007378342,0.006313658,0.79775554
0.009663696,0.0026611001,0.0041590715,0.007373871,0.01473963,0.050158583,0.016588274,0.0034417722,0.0066398145,0.01191076,0.004424789,0.004099227,0.009681279,0.0018892408,0.8487679,0.0038009542
0.030157309,0.005551059,0.0017456115,0.0022958107,0.0061909645,0.010411562,0.014761187,0.0014407389,0.0005829511,0.001582158,0.025595274,0.88154346,0.014624947,0.00080684054,0.0015984023,0.0011116723
0.00033066166,0.00021091643,0.0027591484,6.0686263e-05,0.00017127169,0.0002957619,0.00059968326,0.0028504967,0.0030254612,0.9842259,0.0011078108,0.00029447125,0.0001155092,0.0023141752,0.000759368,0.00087855046
0.00030392566,0.00065584463,0.007857558,0.00017849164,0.0002210517,0.00039241696,0.00088668306,0.0026684338,0.22643661,0.73714864,0.0023754635,0.00017654039,0.00029739362,0.016965866,0.0016622834,0.0017728605
0.24754559,0.063157275,0.021356896,0.012405446,0.032326885,0.076373376,0.08067884,0.027513,0.009204155,0.06795045,0.031817086,0.15275799,0.1298276,0.008033088,0.025917036,0.013135335
0.0012776323,0.00092068646,0.012107161,0.0007538045,0.0005795261,0.0010919375,0.002958536,0.0036721877,0.5620773,0.23695126,0.008539298,0.00045762563,0.0009120827,0.15726215,0.0037213126,0.00671751
